Experiment,Genotype,Environment,Repno,Yield
Experiment 2,G13,E13,2,66.28004903
Experiment 2,G5,E13,1,80.84021192
Experiment 2,G18,E13,2,66.11209857
Experiment 2,G26,E13,2,72.18807558
Experiment 2,G4,E13,2,73.61500078
Experiment 2,G16,E13,2,68.50224868
Experiment 2,G25,E13,1,80.14280892
Experiment 2,G5,E13,2,72.88743852
Experiment 2,G19,E13,2,83.30214281
Experiment 2,G3,E13,1,73.85404221
Experiment 2,G3,E13,2,71.55603241
Experiment 2,G2,E13,2,75.04696731
Experiment 2,G10,E13,1,68.86386023
Experiment 2,G22,E13,2,60.66355502
Experiment 2,G15,E13,2,74.79159571
Experiment 2,G19,E13,1,82.57960951
Experiment 2,G13,E13,1,69.82639533
Experiment 2,G16,E13,1,71.60963258
Experiment 2,G9,E13,2,67.85637641
Experiment 2,G12,E13,1,77.20910662
Experiment 2,G20,E13,1,74.30291382
Experiment 2,G1,E13,2,74.27317382
Experiment 2,G7,E13,1,76.52903336
Experiment 2,G10,E13,2,72.22507503
Experiment 2,G18,E13,1,70.71034867
Experiment 2,G4,E13,1,71.66911258
Experiment 2,G9,E13,1,69.47304281
Experiment 2,G20,E13,2,70.81812932
Experiment 2,G23,E13,1,75.59608956
Experiment 2,G15,E13,1,77.47369761
Experiment 2,G1,E14,1,53.63926442
Experiment 2,G7,E14,1,66.55051986
Experiment 2,G9,E14,2,55.51576341
Experiment 2,G3,E14,1,65.17888421
Experiment 2,G11,E14,2,66.18302847
Experiment 2,G21,E14,2,61.41094807
Experiment 2,G20,E14,2,63.98818962
Experiment 2,G15,E14,1,51.57372641
Experiment 2,G22,E14,1,63.36617752
Experiment 2,G2,E14,1,59.80016151
Experiment 2,G8,E14,2,59.42414052
Experiment 2,G19,E14,1,61.11565671
Experiment 2,G20,E14,1,70.73128852
Experiment 2,G16,E14,2,73.30853008
Experiment 2,G4,E14,2,57.64551298
Experiment 2,G9,E14,1,54.27188791
Experiment 2,G10,E14,1,57.62987263
Experiment 2,G12,E14,1,62.12230202
Experiment 2,G6,E14,1,50.22695051
Experiment 2,G13,E14,2,65.51394663
Experiment 2,G7,E14,2,68.91024016
Experiment 2,G10,E14,2,53.37690393
Experiment 2,G3,E14,2,76.57049381
Experiment 2,G12,E14,2,55.06827142
Experiment 2,G25,E14,1,60.15128352
Experiment 2,G24,E14,1,72.42265601
Experiment 2,G21,E14,1,56.22503557
Experiment 2,G11,E14,1,64.21200997
Experiment 2,G25,E14,2,66.47831982
Experiment 2,G5,E14,2,60.46236392
Experiment 2,G26,E14,1,53.91165598
Experiment 2,G23,E14,1,65.07333406
Experiment 2,G24,E14,2,70.86546961
Experiment 2,G18,E14,1,62.44902277
Experiment 2,G2,E14,2,64.57001141
Experiment 2,G4,E14,1,66.98164248
Experiment 2,G26,E14,2,72.68428748
Experiment 2,G17,E14,2,72.07806442
Experiment 2,G23,E14,2,65.59244576
Experiment 2,G15,E14,2,64.12474991
Experiment 2,G8,E14,1,56.41742652
Experiment 2,G14,E14,2,60.16707257
Experiment 2,G16,E14,1,50.48858198
Experiment 2,G17,E14,1,47.60263922
Experiment 2,G18,E14,2,65.56101637
Experiment 2,G6,E14,2,65.05769371
Experiment 2,G5,E14,1,57.45550122
Experiment 2,G1,E14,2,72.18319532
Experiment 2,G22,E14,2,52.47538952
Experiment 2,G19,E14,2,70.86546961
Experiment 2,G6,E15,1,79.48545991
Experiment 2,G8,E15,1,88.75120062
Experiment 2,G24,E15,2,88.89683161
Experiment 2,G1,E15,1,88.04398342
Experiment 2,G23,E15,2,82.85116256
Experiment 2,G3,E15,1,76.79056981
Experiment 2,G22,E15,2,76.13564132
Experiment 2,G21,E15,2,92.71631297
Experiment 2,G21,E15,1,87.35582667
Experiment 2,G22,E15,1,82.59621022
Experiment 2,G9,E15,2,76.31919081
Experiment 2,G18,E15,1,85.00740757
Experiment 2,G26,E15,1,78.79407308
Experiment 2,G15,E15,2,79.41274561
Experiment 2,G19,E15,1,79.03727811
Experiment 2,G4,E15,1,91.95372568
Experiment 2,G26,E15,2,79.04716048
Experiment 2,G7,E15,1,78.38986516
Experiment 2,G17,E15,2,81.88616772
Experiment 2,G1,E15,2,74.70678302
Experiment 2,G20,E15,2,79.12733662
Experiment 2,G6,E15,2,81.70882231
Experiment 2,G13,E15,1,84.58650603
Experiment 2,G18,E15,2,82.20485867
Experiment 2,G16,E15,1,83.97701158
Experiment 2,G9,E15,1,74.40423221
Experiment 2,G2,E15,2,74.13380061
Experiment 2,G5,E15,1,79.92764002
Experiment 2,G5,E15,2,88.53588302
Experiment 2,G7,E15,2,80.68891586
Experiment 2,G19,E15,2,77.24455091
Experiment 2,G16,E15,2,78.28180158
Experiment 2,G12,E15,1,84.34521962
Experiment 2,G4,E15,2,88.01629838
Experiment 2,G23,E15,1,82.03331256
Experiment 2,G11,E15,1,79.11427787
Experiment 2,G17,E15,1,83.78640502
Experiment 2,G25,E15,1,86.41438012
Experiment 2,G15,E15,1,80.05869841
Experiment 2,G13,E15,2,76.20235393
Experiment 2,G20,E15,1,83.93778162
Experiment 2,G8,E15,2,92.08906952
Experiment 2,G24,E15,1,77.13689211
Experiment 2,G10,E15,2,83.47779883
Experiment 2,G10,E15,1,80.80342933
Experiment 2,G25,E15,2,84.22298822
Experiment 2,G14,E15,2,77.12957897
Experiment 2,G11,E15,2,82.83341357
Experiment 2,G3,E15,2,84.45888011
Experiment 2,G2,E15,1,75.31834481
Experiment 2,G14,E15,1,76.83857307
Experiment 2,G12,E15,2,88.93454772
Experiment 2,G24,E16,1,87.90277211
Experiment 2,G7,E16,1,86.30412526
Experiment 2,G15,E16,1,76.26640231
Experiment 2,G2,E16,1,80.16432911
Experiment 2,G20,E16,2,84.56722872
Experiment 2,G19,E16,2,75.08884701
Experiment 2,G25,E16,2,83.30506312
Experiment 2,G22,E16,1,70.29916632
Experiment 2,G23,E16,2,77.87357876
Experiment 2,G12,E16,1,90.19686202
Experiment 2,G14,E16,1,82.24604857
Experiment 2,G6,E16,1,75.89138091
Experiment 2,G15,E16,2,81.44086491
Experiment 2,G16,E16,2,73.92593248
Experiment 2,G10,E16,2,68.64884003
Experiment 2,G18,E16,1,82.93200167
Experiment 2,G25,E16,1,74.55213502
Experiment 2,G17,E16,2,73.64209102
Experiment 2,G20,E16,1,80.29820042
Experiment 2,G10,E16,1,77.40414733
Experiment 2,G5,E16,2,78.89209322
Experiment 2,G22,E16,2,80.08332892
Experiment 2,G26,E16,2,74.63939508
Experiment 2,G4,E16,2,74.70794578
Experiment 2,G2,E16,2,73.81231121
Experiment 2,G26,E16,1,68.55027878
Experiment 2,G17,E16,1,77.89966942
Experiment 2,G24,E16,2,75.41122861
Experiment 2,G13,E16,1,74.79743633
Experiment 2,G11,E16,2,67.30571347
Experiment 2,G7,E16,2,82.73026946
Experiment 2,G9,E16,1,82.16339821
Experiment 2,G4,E16,1,71.89781318
Experiment 2,G21,E16,1,85.49529227
Experiment 2,G18,E16,2,84.22628647
Experiment 2,G8,E16,1,68.61855892
Experiment 2,G13,E16,2,76.53975423
Experiment 2,G1,E16,1,77.96375912
Experiment 2,G11,E16,1,85.06317007
Experiment 2,G1,E16,2,78.11007992
Experiment 2,G8,E16,2,84.07562652
Experiment 2,G9,E16,2,73.51798021
Experiment 2,G5,E16,1,82.76320032
Experiment 2,G23,E16,1,70.78519846
Experiment 2,G3,E16,1,77.53778731
Experiment 2,G21,E16,2,74.77357617
Experiment 2,G16,E16,1,72.33900608
Experiment 2,G12,E16,2,86.62062702
Experiment 2,G6,E16,2,70.75349851
Experiment 2,G19,E16,1,78.32664081
Experiment 2,G3,E16,2,78.20084061
Experiment 2,G14,E16,2,80.38477067
Experiment 2,G22,E17,1,60.00035302
Experiment 2,G23,E17,2,57.53454146
Experiment 2,G4,E17,2,56.00386498
Experiment 2,G24,E17,2,54.57835861
Experiment 2,G17,E17,1,52.64684062
Experiment 2,G6,E17,1,53.34355381
Experiment 2,G15,E17,1,56.44186701
Experiment 2,G16,E17,1,61.10739768
Experiment 2,G22,E17,2,50.83136232
Experiment 2,G1,E17,1,58.11632402
Experiment 2,G7,E17,1,52.40810896
Experiment 2,G24,E17,1,48.45712311
Experiment 2,G21,E17,2,59.50387057
Experiment 2,G2,E17,1,46.65924511
Experiment 2,G11,E17,1,63.72724797
Experiment 2,G12,E17,2,60.72987522
Experiment 2,G25,E17,2,56.67110872
Experiment 2,G17,E17,2,62.33494302
Experiment 2,G20,E17,1,56.48374672
Experiment 2,G11,E17,2,62.87430477
Experiment 2,G20,E17,2,55.89370512
Experiment 2,G12,E17,1,55.23288232
Experiment 2,G16,E17,2,52.49395018
Experiment 2,G8,E17,2,60.71381562
Experiment 2,G18,E17,1,61.97794117
Experiment 2,G1,E17,2,53.06989212
Experiment 2,G2,E17,2,52.63415981
Experiment 2,G5,E17,1,66.27474952
Experiment 2,G10,E17,1,55.87610483
Experiment 2,G7,E17,2,50.66341186
Experiment 2,G3,E17,1,60.27877311
Experiment 2,G26,E17,1,59.34455918
Experiment 2,G23,E17,1,57.17781016
Experiment 2,G13,E17,1,51.57272683
Experiment 2,G10,E17,2,67.06890253
Experiment 2,G15,E17,2,59.28411881
Experiment 2,G19,E17,2,47.93578091
Experiment 2,G14,E17,2,57.74326257
Experiment 2,G21,E17,1,53.86754577
Experiment 2,G3,E17,2,54.86876971
Experiment 2,G13,E17,2,49.32274713
Experiment 2,G14,E17,1,55.85001417
Experiment 2,G18,E17,2,59.09226897
Experiment 2,G5,E17,2,58.31290542
Experiment 2,G8,E17,1,59.02398882
Experiment 2,G9,E17,2,55.58446281
Experiment 2,G26,E17,2,51.77364738
Experiment 2,G25,E17,1,64.74269342
Experiment 2,G6,E17,2,51.39543511
Experiment 2,G9,E17,1,62.62020331
Experiment 2,G19,E17,1,55.91368461
Experiment 2,G4,E17,1,47.60528898
Experiment 2,G9,E18,1,53.63455971
Experiment 2,G26,E18,2,54.75731288
Experiment 2,G4,E18,1,54.34541388
Experiment 2,G2,E18,2,45.28852851
Experiment 2,G12,E18,1,54.59852812
Experiment 2,G18,E18,2,49.74052597
Experiment 2,G22,E18,1,64.91711852
Experiment 2,G16,E18,2,44.01403528
Experiment 2,G5,E18,1,55.64002292
Experiment 2,G14,E18,1,50.28253747
Experiment 2,G1,E18,2,44.51488372
Experiment 2,G20,E18,1,55.93236712
Experiment 2,G26,E18,1,53.83329108
Experiment 2,G21,E18,2,51.53533497
Experiment 2,G2,E18,1,54.64235331
Experiment 2,G4,E18,2,55.36133228
Experiment 2,G11,E18,1,52.00909317
Experiment 2,G14,E18,2,42.54002587
Experiment 2,G19,E18,1,55.26074291
Experiment 2,G9,E18,2,49.81876901
Experiment 2,G10,E18,2,37.24116953
Experiment 2,G5,E18,2,57.13178132
Experiment 2,G11,E18,2,47.86883907
Experiment 2,G3,E18,2,48.23511401
Experiment 2,G25,E18,2,56.77326562
Experiment 2,G3,E18,1,54.05062231
Experiment 2,G23,E18,2,46.29014486
Experiment 2,G16,E18,1,45.38207528
Experiment 2,G13,E18,1,57.75017093
Experiment 2,G15,E18,1,50.07483041
Experiment 2,G21,E18,1,53.14025407
Experiment 2,G8,E18,2,54.41295052
Experiment 2,G7,E18,2,54.63682456
Experiment 2,G13,E18,2,50.36602633
Experiment 2,G12,E18,2,64.39205882
Experiment 2,G24,E18,2,57.39696711
Experiment 2,G17,E18,1,52.92550442
Experiment 2,G10,E18,1,45.87365063
Experiment 2,G25,E18,1,48.94956382
Experiment 2,G7,E18,1,56.07728146
Experiment 2,G19,E18,2,60.25884731
Experiment 2,G8,E18,1,59.19767042
Experiment 2,G23,E18,1,50.04199456
Experiment 2,G24,E18,1,54.52229871
Experiment 2,G1,E18,1,50.89366762
Experiment 2,G18,E18,1,39.94060117
Experiment 2,G20,E18,2,64.62269252
Experiment 2,G6,E18,2,46.52997111
Experiment 2,G22,E18,2,61.85256022
Experiment 2,G6,E18,1,48.75377961
Experiment 2,G15,E18,2,39.34865331
Experiment 2,G17,E18,2,54.60715272
Experiment 2,G13,E19,2,74.84769693
Experiment 2,G3,E19,1,70.03557491
Experiment 2,G8,E19,2,76.95304522
Experiment 2,G2,E19,2,77.32906621
Experiment 2,G1,E19,2,85.87296342
Experiment 2,G2,E19,1,71.83207331
Experiment 2,G18,E19,2,73.44285987
Experiment 2,G26,E19,1,70.50746818
Experiment 2,G25,E19,2,80.27307012
Experiment 2,G10,E19,1,68.93464143
Experiment 2,G4,E19,1,66.15159908
Experiment 2,G17,E19,2,64.40440092
Experiment 2,G26,E19,2,75.69338068
Experiment 2,G11,E19,2,64.00382997
Experiment 2,G18,E19,1,75.41387837
Experiment 2,G6,E19,2,79.57735651
Experiment 2,G12,E19,2,79.44302672
Experiment 2,G25,E19,1,61.91427072
Experiment 2,G21,E19,1,68.87881077
Experiment 2,G5,E19,1,65.02626432
Experiment 2,G19,E19,2,65.78483671
Experiment 2,G8,E19,1,68.03312702
Experiment 2,G7,E19,2,70.25924656
Experiment 2,G16,E19,1,67.39547458
Experiment 2,G23,E19,1,59.47358946
Experiment 2,G16,E19,2,65.42445608
Experiment 2,G24,E19,1,73.45850021
Experiment 2,G11,E19,1,75.93284137
Experiment 2,G7,E19,1,75.03132696
Experiment 2,G14,E19,2,69.50082287
Experiment 2,G15,E19,2,66.50960051
Experiment 2,G14,E19,1,67.63493527
Experiment 2,G17,E19,1,58.80227712
Experiment 2,G24,E19,2,78.95534441
Experiment 2,G3,E19,2,72.42265601
Experiment 2,G13,E19,1,70.80275953
Experiment 2,G20,E19,2,64.40440092
Experiment 2,G9,E19,2,70.03557491
Experiment 2,G12,E19,1,68.65513912
Experiment 2,G1,E19,1,77.47200822
Experiment 2,G22,E19,2,87.11683892
Experiment 2,G20,E19,1,61.29225862
Experiment 2,G4,E19,2,79.63318718
Experiment 2,G6,E19,1,67.85875561
Experiment 2,G22,E19,1,71.76713272
Experiment 2,G19,E19,1,66.50960051
Experiment 2,G5,E19,2,63.88528922
Experiment 2,G21,E19,2,75.93284137
Experiment 2,G23,E19,2,76.06717116
Experiment 2,G15,E19,1,73.04466811
Experiment 2,G10,E19,2,78.68460303
Experiment 2,G9,E19,1,71.38458131
Experiment 2,G20,E20,1,65.60485602
Experiment 2,G15,E20,2,62.77797401
Experiment 2,G7,E20,1,72.41093556
Experiment 2,G3,E20,2,73.90891251
Experiment 2,G1,E20,2,71.92936442
Experiment 2,G9,E20,1,67.11094331
Experiment 2,G4,E20,1,65.52274678
Experiment 2,G2,E20,2,59.23539891
Experiment 2,G6,E20,1,74.98594661
Experiment 2,G10,E20,2,61.67481003
Experiment 2,G23,E20,1,73.50625976
Experiment 2,G4,E20,2,76.74989418
Experiment 2,G7,E20,2,65.81653666
Experiment 2,G22,E20,1,74.24343382
Experiment 2,G16,E20,1,61.70650998
Experiment 2,G25,E20,1,69.81202512
Experiment 2,G11,E20,2,62.85824517
Experiment 2,G17,E20,2,69.56057342
Experiment 2,G16,E20,2,68.25064828
Experiment 2,G24,E20,2,68.89222061
Experiment 2,G9,E20,2,63.86630931
Experiment 2,G13,E20,1,65.40420603
Experiment 2,G17,E20,1,67.57349532
Experiment 2,G15,E20,1,70.43334741
Experiment 2,G10,E20,1,61.81206013
Experiment 2,G21,E20,2,73.90011237
Experiment 2,G22,E20,2,64.42492152
Experiment 2,G8,E20,1,77.45371812
Experiment 2,G25,E20,2,53.10870282
Experiment 2,G20,E20,2,67.41111492
Experiment 2,G21,E20,1,70.78588827
Experiment 2,G8,E20,2,74.37607422
Experiment 2,G13,E20,2,68.10920773
Experiment 2,G18,E20,1,67.75612577
Experiment 2,G19,E20,2,76.52707341
Experiment 2,G5,E20,2,78.33179162
Experiment 2,G12,E20,1,59.85403222
Experiment 2,G11,E20,1,66.54199027
Experiment 2,G3,E20,1,69.90739551
Experiment 2,G26,E20,1,62.71038368
Experiment 2,G14,E20,2,62.93378477
Experiment 2,G24,E20,1,71.31365141
Experiment 2,G19,E20,1,72.88228771
Experiment 2,G6,E20,2,68.82590041
Experiment 2,G18,E20,2,67.49768517
Experiment 2,G5,E20,1,64.14135062
Experiment 2,G14,E20,1,60.78432627
Experiment 2,G1,E20,1,65.30983522
Experiment 2,G2,E20,1,68.23531771
Experiment 2,G23,E20,2,65.43913606
Experiment 2,G26,E20,2,62.52733398
Experiment 2,G12,E20,2,75.23808812
Experiment 2,G21,E21,2,55.38324487
Experiment 2,G14,E21,1,59.22253017
Experiment 2,G6,E21,1,56.14640011
Experiment 2,G13,E21,1,62.29578123
Experiment 2,G12,E21,1,58.72391222
Experiment 2,G26,E21,2,53.99121048
Experiment 2,G15,E21,2,66.00818411
Experiment 2,G9,E21,1,60.83729031
Experiment 2,G12,E21,2,50.77426152
Experiment 2,G1,E21,2,57.53520442
Experiment 2,G15,E21,1,59.98360361
Experiment 2,G5,E21,1,54.62633502
Experiment 2,G9,E21,2,52.98369981
Experiment 2,G10,E21,2,59.11598043
Experiment 2,G23,E21,2,64.57117416
Experiment 2,G11,E21,2,55.25937777
Experiment 2,G7,E21,1,55.59712916
Experiment 2,G18,E21,2,53.33861987
Experiment 2,G16,E21,1,52.06182798
Experiment 2,G21,E21,1,59.22253017
Experiment 2,G8,E21,2,62.48631962
Experiment 2,G22,E21,1,60.50593302
Experiment 2,G13,E21,2,46.44569953
Experiment 2,G14,E21,2,56.24957107
Experiment 2,G10,E21,1,61.09651573
Experiment 2,G2,E21,2,57.47657531
Experiment 2,G26,E21,1,57.89443678
Experiment 2,G7,E21,2,55.65898836
Experiment 2,G24,E21,2,51.99127601
Experiment 2,G20,E21,1,52.64163612
Experiment 2,G3,E21,1,56.94462171
Experiment 2,G6,E21,2,57.00856271
Experiment 2,G1,E21,1,53.57428252
Experiment 2,G22,E21,2,60.50593302
Experiment 2,G25,E21,2,56.73698282
Experiment 2,G19,E21,1,64.02348521
Experiment 2,G4,E21,2,55.84996048
Experiment 2,G5,E21,2,59.89551952
Experiment 2,G18,E21,1,55.38324487
Experiment 2,G19,E21,2,50.01297121
Experiment 2,G23,E21,1,59.55165696
Experiment 2,G17,E21,1,51.59374722
Experiment 2,G4,E21,1,59.87928438
Experiment 2,G16,E21,2,59.81311288
Experiment 2,G11,E21,1,63.18137027
Experiment 2,G2,E21,1,57.28014261
Experiment 2,G17,E21,2,49.11387732
Experiment 2,G3,E21,2,61.04428071
Experiment 2,G8,E21,1,58.52539772
Experiment 2,G24,E21,1,55.95427971
Experiment 2,G25,E21,1,53.57428252
Experiment 2,G6,E22,1,55.27992521
Experiment 2,G21,E22,2,47.40370547
Experiment 2,G15,E22,1,55.70892471
Experiment 2,G14,E22,2,56.18563007
Experiment 2,G25,E22,1,61.31040002
Experiment 2,G2,E22,2,47.97330701
Experiment 2,G11,E22,2,51.65488977
Experiment 2,G10,E22,1,58.08950433
Experiment 2,G23,E22,2,44.59362656
Experiment 2,G3,E22,1,47.37295141
Experiment 2,G24,E22,2,49.64583091
Experiment 2,G18,E22,1,48.53694817
Experiment 2,G21,E22,1,48.75033267
Experiment 2,G6,E22,2,52.61224721
Experiment 2,G14,E22,1,57.01998577
Experiment 2,G25,E22,2,61.08630912
Experiment 2,G4,E22,1,55.06036348
Experiment 2,G9,E22,1,51.70948951
Experiment 2,G4,E22,2,51.47282728
Experiment 2,G20,E22,2,48.10658352
Experiment 2,G1,E22,2,44.39532892
Experiment 2,G11,E22,1,53.33445627
Experiment 2,G16,E22,2,43.14547858
Experiment 2,G2,E22,1,47.27753971
Experiment 2,G19,E22,2,50.06204221
Experiment 2,G22,E22,2,47.01170542
Experiment 2,G26,E22,2,37.40684818
Experiment 2,G9,E22,2,43.60191941
Experiment 2,G18,E22,2,48.58601917
Experiment 2,G8,E22,2,56.08181062
Experiment 2,G8,E22,1,57.22352922
Experiment 2,G15,E22,2,56.82075461
Experiment 2,G23,E22,1,59.56236336
Experiment 2,G1,E22,1,51.34824352
Experiment 2,G7,E22,1,54.14804766
Experiment 2,G26,E22,1,43.44005328
Experiment 2,G5,E22,2,54.72670752
Experiment 2,G13,E22,2,53.42210873
Experiment 2,G10,E22,2,53.24069473
Experiment 2,G19,E22,1,57.13882391
Experiment 2,G17,E22,1,55.67853622
Experiment 2,G7,E22,2,52.59651186
Experiment 2,G22,E22,1,50.95136322
Experiment 2,G3,E22,2,53.97597491
Experiment 2,G20,E22,1,51.72817202
Experiment 2,G24,E22,1,57.21986541
Experiment 2,G13,E22,1,54.88397843
Experiment 2,G12,E22,1,59.12718662
Experiment 2,G17,E22,2,53.64669942
Experiment 2,G12,E22,2,51.77516122
Experiment 2,G5,E22,1,61.24422852